condition_tag,case_label,experiment,condition,user_id,cluster,k,silhouette,silhouette_grid
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll5c1wv85unn3sp0.eee,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll5ry0686i2m8pyy.i,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll69xpg7665ebw41.sss,3,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll6afnfrq9o2x0jk.777,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll6mo2fmxw9hy2cr.i,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll7my7at5u4pncux,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll7ssqm0fpuv40rq.eee,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll7z4qczwymqcdkx.i,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcll8igionx3zx5igc.sss,3,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcllcs7ec11q9tcwbm.i,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclldmkzp3xzpq2lkk.i,0,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcllmuryujcal0yqid.lll,0,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcllz6prnmxsed7js2.ass,3,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclm08q7rknfvd271a.i,0,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclmfe2ao14plnw3b3.lll,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcln9gt4v184bt5q8y.p77,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcln9s7wign1xc1nx3.i,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcln9zhzfsqn5t376k.3ll,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclna0mx9w4yqta7ae.eee,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnaehcjy2j1sbacr.eee,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnamrgnfkuwif54u,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnbewrhhzphpc9db.sss,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclncm1luszxoo3uka.p77,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclncn9cnikcpb6irr.777,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclncramut1rac356b,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclncsw68y86dyh3wu.p77,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnd1qnl9snabc766,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclne6s23zl4eencpb.ass,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnf61nxxfs2hhszf.eee,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnmp0njjctosa2t9,0,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mclnupe9cnfgefllez6.ee,1,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Symmetric_Online,Cond1_ex2,Online,Symmetric,mcloaebpimji2fsu2s,2,4,0.3033699433601508,"((2, 0.25577225868779513), (3, 0.2507768582531792), (4, 0.3033699433601508), (5, 0.29906362911697404), (6, 0.2275892631296965))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll4ctj75ys035ren.wee,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll53y5mokezfxqsl.3ll,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll5orr7i85sm6ff1,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll67un6dq3qzcvqy.3ll,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll69r400de3351rn.3ll,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll6bmok1n0njv0ab.eee,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll6i5ndu9zsn77sq.lll,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll74eoaxj4gdji59.777,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll7o7izxwcup5a2m,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll7xcpe3xxlwp8ze.i,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcll8j4hhna0cjf4h7.lll,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcllbbdxglsrr4ouk3.wee,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclldfjef7659272y2.sss,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcllm5t1mi2e7z7ywo.3ll,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcllmap6dy1q2pjwoh,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcllxmwnl5s6v7za3w.3ll,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcllzgxg5maq17u5nc,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcln9le5ofgf0m3sph.p77,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcln9xo5t81bgfw4nm.ass,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mcln9zaxd239xajjak.wee,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclna2pbkes5dt9wru.sss,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnamxkgqjz4quvtv.sss,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnao57zgs713pemj.eee,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnbg8cgnvgvryl3d.ass,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnbjnbdnsxk365tl.sss,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnbnntty9d24j2hz.sss,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnct0ngnftgawlpv.ass,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclncw9jiiaqcj0fy3.sss,0,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclndk0flkvlbgpgun,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclneqtpbcq144lby5.3ll,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnfklrloomvoajvr,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclnhpg0zl8l8kievk.ass,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclo5kvjtcbj13yygz.777,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Asymmetric_List,Cond0_ex1,List,Asymmetric,mclodkgijophefvlbd,1,2,0.3955361292414052,"((2, 0.3955361292414052), (3, 0.24282047160128847), (4, 0.30186212636960597), (5, 0.2502038389545468), (6, 0.28791712745883613))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll56sd75db8qaxqx,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll5az7vbgbiykzed,1,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
Symmetric_List,Cond1_ex1,List,Symmetric,mcll65gjnnb9ef7xfxz,0,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))"
