user_id,trial_order,sample_number,stimulus_type,estimate,predictive_prob_pec,diagnostic_prob_pce,first_sample_number,second_sample_number,first_type,second_type,corr_predictive_user,corr_diagnostic_user,corr_diff_user
mcll63uzmmcu60sol7,6,1,diagnostic,20.0,0.5,1.0,5,6,intermediate,predictive,-0.21521507763770265,0.09524188032377551,-0.31045695796147815
mcll6gl3azf90l1dyb.wee,1,3,predictive,0.0,1.0,0.5,3,5,predictive,intermediate,-0.323066786783519,0.16741922553963728,-0.4904860123231563
mcll6gl3azf90l1dyb.wee,2,5,intermediate,50.0,0.7,0.7,3,5,predictive,intermediate,-0.323066786783519,0.16741922553963728,-0.4904860123231563
mcll6gl3azf90l1dyb.wee,3,1,diagnostic,10.0,0.5,1.0,3,5,predictive,intermediate,-0.323066786783519,0.16741922553963728,-0.4904860123231563
mcll6gl3azf90l1dyb.wee,4,2,intermediate,10.0,0.6666666666666666,0.6666666666666666,3,5,predictive,intermediate,-0.323066786783519,0.16741922553963728,-0.4904860123231563
mcll6gl3azf90l1dyb.wee,5,4,diagnostic,15.0,0.5384615384615384,1.0,3,5,predictive,intermediate,-0.323066786783519,0.16741922553963728,-0.4904860123231563
mcll6gl3azf90l1dyb.wee,6,6,predictive,5.0,1.0,0.5384615384615384,3,5,predictive,intermediate,-0.323066786783519,0.16741922553963728,-0.4904860123231563
mcll6io834fgdcmx9b.eee,1,3,predictive,100.0,1.0,0.5,3,2,predictive,intermediate,0.6461335735670382,-0.3348384510792747,0.9809720246463128
mcll6io834fgdcmx9b.eee,2,2,intermediate,0.0,0.6666666666666666,0.6666666666666666,3,2,predictive,intermediate,0.6461335735670382,-0.3348384510792747,0.9809720246463128
mcll6io834fgdcmx9b.eee,3,1,diagnostic,50.0,0.5,1.0,3,2,predictive,intermediate,0.6461335735670382,-0.3348384510792747,0.9809720246463128
mcll6io834fgdcmx9b.eee,4,5,intermediate,0.0,0.7,0.7,3,2,predictive,intermediate,0.6461335735670382,-0.3348384510792747,0.9809720246463128
mcll6io834fgdcmx9b.eee,5,6,predictive,100.0,1.0,0.5384615384615384,3,2,predictive,intermediate,0.6461335735670382,-0.3348384510792747,0.9809720246463128
mcll6io834fgdcmx9b.eee,6,4,diagnostic,50.0,0.5384615384615384,1.0,3,2,predictive,intermediate,0.6461335735670382,-0.3348384510792747,0.9809720246463128
mcll6pqayp5g03ajyy.lll,1,4,diagnostic,50.0,0.5384615384615384,1.0,4,3,diagnostic,predictive,0.995112914131315,-0.9538808678981581,1.948993782029473
mcll6pqayp5g03ajyy.lll,2,3,predictive,100.0,1.0,0.5,4,3,diagnostic,predictive,0.995112914131315,-0.9538808678981581,1.948993782029473
mcll6pqayp5g03ajyy.lll,3,6,predictive,100.0,1.0,0.5384615384615384,4,3,diagnostic,predictive,0.995112914131315,-0.9538808678981581,1.948993782029473
mcll6pqayp5g03ajyy.lll,4,2,intermediate,70.0,0.6666666666666666,0.6666666666666666,4,3,diagnostic,predictive,0.995112914131315,-0.9538808678981581,1.948993782029473
mcll6pqayp5g03ajyy.lll,5,1,diagnostic,50.0,0.5,1.0,4,3,diagnostic,predictive,0.995112914131315,-0.9538808678981581,1.948993782029473
mcll6pqayp5g03ajyy.lll,6,5,intermediate,70.0,0.7,0.7,4,3,diagnostic,predictive,0.995112914131315,-0.9538808678981581,1.948993782029473
mcll74m49tz5dbzdvw.i,1,4,diagnostic,90.0,0.5384615384615384,1.0,4,3,diagnostic,predictive,0.27882028768571665,-0.201529445796234,0.48034973348195065
mcll74m49tz5dbzdvw.i,2,3,predictive,99.0,1.0,0.5,4,3,diagnostic,predictive,0.27882028768571665,-0.201529445796234,0.48034973348195065
mcll74m49tz5dbzdvw.i,3,2,intermediate,99.0,0.6666666666666666,0.6666666666666666,4,3,diagnostic,predictive,0.27882028768571665,-0.201529445796234,0.48034973348195065
mcll74m49tz5dbzdvw.i,4,5,intermediate,80.0,0.7,0.7,4,3,diagnostic,predictive,0.27882028768571665,-0.201529445796234,0.48034973348195065
mcll74m49tz5dbzdvw.i,5,1,diagnostic,99.0,0.5,1.0,4,3,diagnostic,predictive,0.27882028768571665,-0.201529445796234,0.48034973348195065
mcll74m49tz5dbzdvw.i,6,6,predictive,99.0,1.0,0.5384615384615384,4,3,diagnostic,predictive,0.27882028768571665,-0.201529445796234,0.48034973348195065
mcll75x1khrd37rv6o.3ll,1,6,predictive,25.0,1.0,0.5384615384615384,6,5,predictive,intermediate,-0.6414007235738461,0.451186492118137,-1.0925872156919831
mcll75x1khrd37rv6o.3ll,2,5,intermediate,85.0,0.7,0.7,6,5,predictive,intermediate,-0.6414007235738461,0.451186492118137,-1.0925872156919831
mcll75x1khrd37rv6o.3ll,3,4,diagnostic,60.0,0.5384615384615384,1.0,6,5,predictive,intermediate,-0.6414007235738461,0.451186492118137,-1.0925872156919831
mcll75x1khrd37rv6o.3ll,4,3,predictive,5.0,1.0,0.5,6,5,predictive,intermediate,-0.6414007235738461,0.451186492118137,-1.0925872156919831
mcll75x1khrd37rv6o.3ll,5,1,diagnostic,40.0,0.5,1.0,6,5,predictive,intermediate,-0.6414007235738461,0.451186492118137,-1.0925872156919831
mcll75x1khrd37rv6o.3ll,6,2,intermediate,55.0,0.6666666666666666,0.6666666666666666,6,5,predictive,intermediate,-0.6414007235738461,0.451186492118137,-1.0925872156919831
mcll7g1wnjo34rftxf,1,6,predictive,12.0,1.0,0.5384615384615384,6,2,predictive,intermediate,-0.8378550503180772,0.931055725608851,-1.768910775926928
mcll7g1wnjo34rftxf,2,2,intermediate,9.0,0.6666666666666666,0.6666666666666666,6,2,predictive,intermediate,-0.8378550503180772,0.931055725608851,-1.768910775926928
mcll7g1wnjo34rftxf,3,3,predictive,0.0,1.0,0.5,6,2,predictive,intermediate,-0.8378550503180772,0.931055725608851,-1.768910775926928
mcll7g1wnjo34rftxf,4,4,diagnostic,35.0,0.5384615384615384,1.0,6,2,predictive,intermediate,-0.8378550503180772,0.931055725608851,-1.768910775926928
mcll7g1wnjo34rftxf,5,1,diagnostic,36.0,0.5,1.0,6,2,predictive,intermediate,-0.8378550503180772,0.931055725608851,-1.768910775926928
mcll7g1wnjo34rftxf,6,5,intermediate,25.0,0.7,0.7,6,2,predictive,intermediate,-0.8378550503180772,0.931055725608851,-1.768910775926928
mcll7k4xxus6re6pgl.sss,1,4,diagnostic,65.0,0.5384615384615384,1.0,4,2,diagnostic,intermediate,-0.8382436144729544,0.6229853937116927,-1.461229008184647
mcll7k4xxus6re6pgl.sss,2,2,intermediate,70.0,0.6666666666666666,0.6666666666666666,4,2,diagnostic,intermediate,-0.8382436144729544,0.6229853937116927,-1.461229008184647
mcll7k4xxus6re6pgl.sss,3,3,predictive,0.0,1.0,0.5,4,2,diagnostic,intermediate,-0.8382436144729544,0.6229853937116927,-1.461229008184647
mcll7k4xxus6re6pgl.sss,4,5,intermediate,78.0,0.7,0.7,4,2,diagnostic,intermediate,-0.8382436144729544,0.6229853937116927,-1.461229008184647
mcll7k4xxus6re6pgl.sss,5,1,diagnostic,55.0,0.5,1.0,4,2,diagnostic,intermediate,-0.8382436144729544,0.6229853937116927,-1.461229008184647
mcll7k4xxus6re6pgl.sss,6,6,predictive,10.0,1.0,0.5384615384615384,4,2,diagnostic,intermediate,-0.8382436144729544,0.6229853937116927,-1.461229008184647
mcll7l8t73kp42x45p,1,3,predictive,10.0,1.0,0.5,3,4,predictive,diagnostic,-0.047198444666725736,0.00634600936695473,-0.053544454033680466
mcll7l8t73kp42x45p,2,4,diagnostic,25.0,0.5384615384615384,1.0,3,4,predictive,diagnostic,-0.047198444666725736,0.00634600936695473,-0.053544454033680466
mcll7l8t73kp42x45p,3,2,intermediate,30.0,0.6666666666666666,0.6666666666666666,3,4,predictive,diagnostic,-0.047198444666725736,0.00634600936695473,-0.053544454033680466
mcll7l8t73kp42x45p,4,6,predictive,40.0,1.0,0.5384615384615384,3,4,predictive,diagnostic,-0.047198444666725736,0.00634600936695473,-0.053544454033680466
mcll7l8t73kp42x45p,5,5,intermediate,30.0,0.7,0.7,3,4,predictive,diagnostic,-0.047198444666725736,0.00634600936695473,-0.053544454033680466
mcll7l8t73kp42x45p,6,1,diagnostic,25.0,0.5,1.0,3,4,predictive,diagnostic,-0.047198444666725736,0.00634600936695473,-0.053544454033680466
mcll7ucumfq161wvm0.sss,1,4,diagnostic,60.0,0.5384615384615384,1.0,4,1,diagnostic,diagnostic,-0.916480101397572,0.8462359096763873,-1.7627160110739593
mcll7ucumfq161wvm0.sss,2,1,diagnostic,45.0,0.5,1.0,4,1,diagnostic,diagnostic,-0.916480101397572,0.8462359096763873,-1.7627160110739593
mcll7ucumfq161wvm0.sss,3,5,intermediate,50.0,0.7,0.7,4,1,diagnostic,diagnostic,-0.916480101397572,0.8462359096763873,-1.7627160110739593
mcll7ucumfq161wvm0.sss,4,3,predictive,0.0,1.0,0.5,4,1,diagnostic,diagnostic,-0.916480101397572,0.8462359096763873,-1.7627160110739593
mcll7ucumfq161wvm0.sss,5,2,intermediate,35.0,0.6666666666666666,0.6666666666666666,4,1,diagnostic,diagnostic,-0.916480101397572,0.8462359096763873,-1.7627160110739593
mcll7ucumfq161wvm0.sss,6,6,predictive,10.0,1.0,0.5384615384615384,4,1,diagnostic,diagnostic,-0.916480101397572,0.8462359096763873,-1.7627160110739593
mcll88l4qcxkx40mm3k.ee,1,2,intermediate,80.0,0.6666666666666666,0.6666666666666666,2,3,intermediate,predictive,-0.894247895859945,0.7425127568250396,-1.6367606526849845
mcll88l4qcxkx40mm3k.ee,2,3,predictive,0.0,1.0,0.5,2,3,intermediate,predictive,-0.894247895859945,0.7425127568250396,-1.6367606526849845
mcll88l4qcxkx40mm3k.ee,3,5,intermediate,33.0,0.7,0.7,2,3,intermediate,predictive,-0.894247895859945,0.7425127568250396,-1.6367606526849845
mcll88l4qcxkx40mm3k.ee,4,1,diagnostic,67.0,0.5,1.0,2,3,intermediate,predictive,-0.894247895859945,0.7425127568250396,-1.6367606526849845
mcll88l4qcxkx40mm3k.ee,5,4,diagnostic,67.0,0.5384615384615384,1.0,2,3,intermediate,predictive,-0.894247895859945,0.7425127568250396,-1.6367606526849845
mcll88l4qcxkx40mm3k.ee,6,6,predictive,10.0,1.0,0.5384615384615384,2,3,intermediate,predictive,-0.894247895859945,0.7425127568250396,-1.6367606526849845
mcll9pp4h1gfdq6330.777,1,5,intermediate,60.0,0.7,0.7,5,6,intermediate,predictive,0.49434340950269995,-0.4620389390622827,0.9563823485649827
mcll9pp4h1gfdq6330.777,2,6,predictive,50.0,1.0,0.5384615384615384,5,6,intermediate,predictive,0.49434340950269995,-0.4620389390622827,0.9563823485649827
mcll9pp4h1gfdq6330.777,3,3,predictive,50.0,1.0,0.5,5,6,intermediate,predictive,0.49434340950269995,-0.4620389390622827,0.9563823485649827
mcll9pp4h1gfdq6330.777,4,1,diagnostic,40.0,0.5,1.0,5,6,intermediate,predictive,0.49434340950269995,-0.4620389390622827,0.9563823485649827
mcll9pp4h1gfdq6330.777,5,4,diagnostic,40.0,0.5384615384615384,1.0,5,6,intermediate,predictive,0.49434340950269995,-0.4620389390622827,0.9563823485649827
mcll9pp4h1gfdq6330.777,6,2,intermediate,35.0,0.6666666666666666,0.6666666666666666,5,6,intermediate,predictive,0.49434340950269995,-0.4620389390622827,0.9563823485649827
mcllb27o8tzti74md4,1,3,predictive,0.0,1.0,0.5,3,2,predictive,intermediate,-0.6194861230407606,0.4956898193323707,-1.1151759423731313
mcllb27o8tzti74md4,2,2,intermediate,25.0,0.6666666666666666,0.6666666666666666,3,2,predictive,intermediate,-0.6194861230407606,0.4956898193323707,-1.1151759423731313
mcllb27o8tzti74md4,3,6,predictive,10.0,1.0,0.5384615384615384,3,2,predictive,intermediate,-0.6194861230407606,0.4956898193323707,-1.1151759423731313
mcllb27o8tzti74md4,4,5,intermediate,30.0,0.7,0.7,3,2,predictive,intermediate,-0.6194861230407606,0.4956898193323707,-1.1151759423731313
mcllb27o8tzti74md4,5,1,diagnostic,10.0,0.5,1.0,3,2,predictive,intermediate,-0.6194861230407606,0.4956898193323707,-1.1151759423731313
mcllb27o8tzti74md4,6,4,diagnostic,36.0,0.5384615384615384,1.0,3,2,predictive,intermediate,-0.6194861230407606,0.4956898193323707,-1.1151759423731313
mcllc2b6t7ytoskbnv,1,2,intermediate,60.0,0.6666666666666666,0.6666666666666666,2,4,intermediate,diagnostic,-0.903942889113584,0.8598481140348726,-1.7637910031484565
mcllc2b6t7ytoskbnv,2,4,diagnostic,80.0,0.5384615384615384,1.0,2,4,intermediate,diagnostic,-0.903942889113584,0.8598481140348726,-1.7637910031484565
mcllc2b6t7ytoskbnv,3,5,intermediate,20.0,0.7,0.7,2,4,intermediate,diagnostic,-0.903942889113584,0.8598481140348726,-1.7637910031484565
mcllc2b6t7ytoskbnv,4,6,predictive,5.0,1.0,0.5384615384615384,2,4,intermediate,diagnostic,-0.903942889113584,0.8598481140348726,-1.7637910031484565
mcllc2b6t7ytoskbnv,5,3,predictive,0.0,1.0,0.5,2,4,intermediate,diagnostic,-0.903942889113584,0.8598481140348726,-1.7637910031484565
mcllc2b6t7ytoskbnv,6,1,diagnostic,60.0,0.5,1.0,2,4,intermediate,diagnostic,-0.903942889113584,0.8598481140348726,-1.7637910031484565
mcllhtswk2ekv8wshn.eee,1,1,diagnostic,50.0,0.5,1.0,1,4,diagnostic,diagnostic,-0.05828351392553599,0.27552206582980626,-0.33380557975534225
mcllhtswk2ekv8wshn.eee,2,4,diagnostic,60.0,0.5384615384615384,1.0,1,4,diagnostic,diagnostic,-0.05828351392553599,0.27552206582980626,-0.33380557975534225
mcllhtswk2ekv8wshn.eee,3,5,intermediate,40.0,0.7,0.7,1,4,diagnostic,diagnostic,-0.05828351392553599,0.27552206582980626,-0.33380557975534225
mcllhtswk2ekv8wshn.eee,4,6,predictive,70.0,1.0,0.5384615384615384,1,4,diagnostic,diagnostic,-0.05828351392553599,0.27552206582980626,-0.33380557975534225
mcllhtswk2ekv8wshn.eee,5,3,predictive,30.0,1.0,0.5,1,4,diagnostic,diagnostic,-0.05828351392553599,0.27552206582980626,-0.33380557975534225
mcllhtswk2ekv8wshn.eee,6,2,intermediate,40.0,0.6666666666666666,0.6666666666666666,1,4,diagnostic,diagnostic,-0.05828351392553599,0.27552206582980626,-0.33380557975534225
mcllldkue64p2zj1l3.lll,1,4,diagnostic,30.0,0.5384615384615384,1.0,4,5,diagnostic,intermediate,-0.9264212301218263,0.9629706167683022,-1.8893918468901285
mcllldkue64p2zj1l3.lll,2,5,intermediate,20.0,0.7,0.7,4,5,diagnostic,intermediate,-0.9264212301218263,0.9629706167683022,-1.8893918468901285
mcllldkue64p2zj1l3.lll,3,6,predictive,10.0,1.0,0.5384615384615384,4,5,diagnostic,intermediate,-0.9264212301218263,0.9629706167683022,-1.8893918468901285
mcllldkue64p2zj1l3.lll,4,3,predictive,0.0,1.0,0.5,4,5,diagnostic,intermediate,-0.9264212301218263,0.9629706167683022,-1.8893918468901285
mcllldkue64p2zj1l3.lll,5,2,intermediate,15.0,0.6666666666666666,0.6666666666666666,4,5,diagnostic,intermediate,-0.9264212301218263,0.9629706167683022,-1.8893918468901285
mcllldkue64p2zj1l3.lll,6,1,diagnostic,35.0,0.5,1.0,4,5,diagnostic,intermediate,-0.9264212301218263,0.9629706167683022,-1.8893918468901285
mcllpd3f2mx4jqqwww.eee,1,2,intermediate,70.0,0.6666666666666666,0.6666666666666666,2,4,intermediate,diagnostic,-0.6839133050022672,0.3669466139893488,-1.0508599189916161
mcllpd3f2mx4jqqwww.eee,2,4,diagnostic,25.0,0.5384615384615384,1.0,2,4,intermediate,diagnostic,-0.6839133050022672,0.3669466139893488,-1.0508599189916161
mcllpd3f2mx4jqqwww.eee,3,1,diagnostic,40.0,0.5,1.0,2,4,intermediate,diagnostic,-0.6839133050022672,0.3669466139893488,-1.0508599189916161
mcllpd3f2mx4jqqwww.eee,4,6,predictive,0.0,1.0,0.5384615384615384,2,4,intermediate,diagnostic,-0.6839133050022672,0.3669466139893488,-1.0508599189916161
mcllpd3f2mx4jqqwww.eee,5,5,intermediate,45.0,0.7,0.7,2,4,intermediate,diagnostic,-0.6839133050022672,0.3669466139893488,-1.0508599189916161
mcllpd3f2mx4jqqwww.eee,6,3,predictive,0.0,1.0,0.5,2,4,intermediate,diagnostic,-0.6839133050022672,0.3669466139893488,-1.0508599189916161
mclm40c7io87bchvzx.p77,1,1,diagnostic,50.0,0.5,1.0,1,3,diagnostic,predictive,-0.8537892522100793,0.6890203673799742,-1.5428096195900536
mclm40c7io87bchvzx.p77,2,3,predictive,5.0,1.0,0.5,1,3,diagnostic,predictive,-0.8537892522100793,0.6890203673799742,-1.5428096195900536
mclm40c7io87bchvzx.p77,3,5,intermediate,70.0,0.7,0.7,1,3,diagnostic,predictive,-0.8537892522100793,0.6890203673799742,-1.5428096195900536
mclm40c7io87bchvzx.p77,4,4,diagnostic,65.0,0.5384615384615384,1.0,1,3,diagnostic,predictive,-0.8537892522100793,0.6890203673799742,-1.5428096195900536
mclm40c7io87bchvzx.p77,5,6,predictive,15.0,1.0,0.5384615384615384,1,3,diagnostic,predictive,-0.8537892522100793,0.6890203673799742,-1.5428096195900536
mclm40c7io87bchvzx.p77,6,2,intermediate,55.0,0.6666666666666666,0.6666666666666666,1,3,diagnostic,predictive,-0.8537892522100793,0.6890203673799742,-1.5428096195900536
mclna1mkyreqtne4lm.wee,1,5,intermediate,68.0,0.7,0.7,5,1,intermediate,diagnostic,0.11134365399963816,-0.051792804541181875,0.16313645854082004
mclna1mkyreqtne4lm.wee,2,1,diagnostic,10.0,0.5,1.0,5,1,intermediate,diagnostic,0.11134365399963816,-0.051792804541181875,0.16313645854082004
mclna1mkyreqtne4lm.wee,3,3,predictive,-8.0,1.0,0.5,5,1,intermediate,diagnostic,0.11134365399963816,-0.051792804541181875,0.16313645854082004
mclna1mkyreqtne4lm.wee,4,6,predictive,57.0,1.0,0.5384615384615384,5,1,intermediate,diagnostic,0.11134365399963816,-0.051792804541181875,0.16313645854082004
mclna1mkyreqtne4lm.wee,5,4,diagnostic,25.0,0.5384615384615384,1.0,5,1,intermediate,diagnostic,0.11134365399963816,-0.051792804541181875,0.16313645854082004
mclna1mkyreqtne4lm.wee,6,2,intermediate,-7.0,0.6666666666666666,0.6666666666666666,5,1,intermediate,diagnostic,0.11134365399963816,-0.051792804541181875,0.16313645854082004
mclna9vjc53rjf7meg.3ll,1,2,intermediate,25.0,0.6666666666666666,0.6666666666666666,2,1,intermediate,diagnostic,-0.696517625368366,0.6139101595610256,-1.3104277849293915
mclna9vjc53rjf7meg.3ll,2,1,diagnostic,15.0,0.5,1.0,2,1,intermediate,diagnostic,-0.696517625368366,0.6139101595610256,-1.3104277849293915
mclna9vjc53rjf7meg.3ll,3,6,predictive,5.0,1.0,0.5384615384615384,2,1,intermediate,diagnostic,-0.696517625368366,0.6139101595610256,-1.3104277849293915
mclna9vjc53rjf7meg.3ll,4,4,diagnostic,50.0,0.5384615384615384,1.0,2,1,intermediate,diagnostic,-0.696517625368366,0.6139101595610256,-1.3104277849293915
mclna9vjc53rjf7meg.3ll,5,3,predictive,0.0,1.0,0.5,2,1,intermediate,diagnostic,-0.696517625368366,0.6139101595610256,-1.3104277849293915
mclna9vjc53rjf7meg.3ll,6,5,intermediate,40.0,0.7,0.7,2,1,intermediate,diagnostic,-0.696517625368366,0.6139101595610256,-1.3104277849293915
mclnal6x0y53btq18j.777,1,1,diagnostic,60.0,0.5,1.0,1,2,diagnostic,intermediate,-0.6536562600510417,0.7373757810428009,-1.3910320410938426
mclnal6x0y53btq18j.777,2,2,intermediate,40.0,0.6666666666666666,0.6666666666666666,1,2,diagnostic,intermediate,-0.6536562600510417,0.7373757810428009,-1.3910320410938426
mclnal6x0y53btq18j.777,3,5,intermediate,-15.0,0.7,0.7,1,2,diagnostic,intermediate,-0.6536562600510417,0.7373757810428009,-1.3910320410938426
mclnal6x0y53btq18j.777,4,3,predictive,0.0,1.0,0.5,1,2,diagnostic,intermediate,-0.6536562600510417,0.7373757810428009,-1.3910320410938426
mclnal6x0y53btq18j.777,5,4,diagnostic,55.0,0.5384615384615384,1.0,1,2,diagnostic,intermediate,-0.6536562600510417,0.7373757810428009,-1.3910320410938426
mclnal6x0y53btq18j.777,6,6,predictive,20.0,1.0,0.5384615384615384,1,2,diagnostic,intermediate,-0.6536562600510417,0.7373757810428009,-1.3910320410938426
mclnantzqx2h8rjgam.sss,1,2,intermediate,49.0,0.6666666666666666,0.6666666666666666,2,3,intermediate,predictive,-0.6541102037481026,0.48202656112499553,-1.1361367648730982
mclnantzqx2h8rjgam.sss,2,3,predictive,-32.0,1.0,0.5,2,3,intermediate,predictive,-0.6541102037481026,0.48202656112499553,-1.1361367648730982
mclnantzqx2h8rjgam.sss,3,6,predictive,21.0,1.0,0.5384615384615384,2,3,intermediate,predictive,-0.6541102037481026,0.48202656112499553,-1.1361367648730982
mclnantzqx2h8rjgam.sss,4,1,diagnostic,40.0,0.5,1.0,2,3,intermediate,predictive,-0.6541102037481026,0.48202656112499553,-1.1361367648730982
mclnantzqx2h8rjgam.sss,5,4,diagnostic,48.0,0.5384615384615384,1.0,2,3,intermediate,predictive,-0.6541102037481026,0.48202656112499553,-1.1361367648730982
mclnantzqx2h8rjgam.sss,6,5,intermediate,85.0,0.7,0.7,2,3,intermediate,predictive,-0.6541102037481026,0.48202656112499553,-1.1361367648730982
mclnaufv4act0uxzyz,1,3,predictive,0.0,1.0,0.5,3,5,predictive,intermediate,-0.24864476821781123,0.0863079131304875,-0.3349526813482987
mclnaufv4act0uxzyz,2,5,intermediate,50.0,0.7,0.7,3,5,predictive,intermediate,-0.24864476821781123,0.0863079131304875,-0.3349526813482987
mclnaufv4act0uxzyz,3,1,diagnostic,30.0,0.5,1.0,3,5,predictive,intermediate,-0.24864476821781123,0.0863079131304875,-0.3349526813482987
mclnaufv4act0uxzyz,4,6,predictive,55.0,1.0,0.5384615384615384,3,5,predictive,intermediate,-0.24864476821781123,0.0863079131304875,-0.3349526813482987
mclnaufv4act0uxzyz,5,4,diagnostic,40.0,0.5384615384615384,1.0,3,5,predictive,intermediate,-0.24864476821781123,0.0863079131304875,-0.3349526813482987
mclnaufv4act0uxzyz,6,2,intermediate,60.0,0.6666666666666666,0.6666666666666666,3,5,predictive,intermediate,-0.24864476821781123,0.0863079131304875,-0.3349526813482987
mclnb237j2i7wnbmbs3,1,1,diagnostic,7.0,0.5,1.0,1,2,diagnostic,intermediate,0.01348526990477894,0.1830427076781001,-0.16955743777332116
mclnb237j2i7wnbmbs3,2,2,intermediate,0.0,0.6666666666666666,0.6666666666666666,1,2,diagnostic,intermediate,0.01348526990477894,0.1830427076781001,-0.16955743777332116
mclnb237j2i7wnbmbs3,3,6,predictive,6.0,1.0,0.5384615384615384,1,2,diagnostic,intermediate,0.01348526990477894,0.1830427076781001,-0.16955743777332116
mclnb237j2i7wnbmbs3,4,3,predictive,0.0,1.0,0.5,1,2,diagnostic,intermediate,0.01348526990477894,0.1830427076781001,-0.16955743777332116
mclnb237j2i7wnbmbs3,5,4,diagnostic,0.0,0.5384615384615384,1.0,1,2,diagnostic,intermediate,0.01348526990477894,0.1830427076781001,-0.16955743777332116
mclnb237j2i7wnbmbs3,6,5,intermediate,-3.0,0.7,0.7,1,2,diagnostic,intermediate,0.01348526990477894,0.1830427076781001,-0.16955743777332116
mclnbjfii8q61r4pur.ass,1,4,diagnostic,50.0,0.5384615384615384,1.0,4,6,diagnostic,predictive,-0.8904759655686808,0.9853231342215186,-1.8757990997901994
mclnbjfii8q61r4pur.ass,2,6,predictive,0.0,1.0,0.5384615384615384,4,6,diagnostic,predictive,-0.8904759655686808,0.9853231342215186,-1.8757990997901994
mclnbjfii8q61r4pur.ass,3,1,diagnostic,60.0,0.5,1.0,4,6,diagnostic,predictive,-0.8904759655686808,0.9853231342215186,-1.8757990997901994
mclnbjfii8q61r4pur.ass,4,2,intermediate,10.0,0.6666666666666666,0.6666666666666666,4,6,diagnostic,predictive,-0.8904759655686808,0.9853231342215186,-1.8757990997901994
mclnbjfii8q61r4pur.ass,5,5,intermediate,20.0,0.7,0.7,4,6,diagnostic,predictive,-0.8904759655686808,0.9853231342215186,-1.8757990997901994
mclnbjfii8q61r4pur.ass,6,3,predictive,0.0,1.0,0.5,4,6,diagnostic,predictive,-0.8904759655686808,0.9853231342215186,-1.8757990997901994
mclnbmojqk41p0tn2l,1,4,diagnostic,3.0,0.5384615384615384,1.0,4,3,diagnostic,predictive,-0.5525816760854017,0.365913722377573,-0.9184953984629747
mclnbmojqk41p0tn2l,2,3,predictive,0.0,1.0,0.5,4,3,diagnostic,predictive,-0.5525816760854017,0.365913722377573,-0.9184953984629747
mclnbmojqk41p0tn2l,3,6,predictive,0.0,1.0,0.5384615384615384,4,3,diagnostic,predictive,-0.5525816760854017,0.365913722377573,-0.9184953984629747
mclnbmojqk41p0tn2l,4,5,intermediate,0.0,0.7,0.7,4,3,diagnostic,predictive,-0.5525816760854017,0.365913722377573,-0.9184953984629747
mclnbmojqk41p0tn2l,5,1,diagnostic,48.0,0.5,1.0,4,3,diagnostic,predictive,-0.5525816760854017,0.365913722377573,-0.9184953984629747
mclnbmojqk41p0tn2l,6,2,intermediate,51.0,0.6666666666666666,0.6666666666666666,4,3,diagnostic,predictive,-0.5525816760854017,0.365913722377573,-0.9184953984629747
mclnboj993uko4i8wg.wee,1,5,intermediate,65.0,0.7,0.7,5,2,intermediate,intermediate,-0.2629159122689161,0.3348718461530404,-0.5977877584219564
