user_id,cover_story,a_value,b_value,c_value,d_value,estimation,is_first,is_symmetric,sample_number,timestamp
mcll67un6dq3qzcvqy.3ll,6,7,3,3,7,70,1,0,5,2025/07/02 15:40:52
mcll67un6dq3qzcvqy.3ll,7,6,3,3,6,62,1,0,2,2025/07/02 15:41:44
mcll67un6dq3qzcvqy.3ll,9,7,0,6,1,19,1,0,6,2025/07/02 15:42:09
mcll67un6dq3qzcvqy.3ll,11,6,6,0,12,53,1,0,1,2025/07/02 15:42:48
mcll67un6dq3qzcvqy.3ll,2,6,0,6,0,5,1,0,3,2025/07/02 15:43:19
mcll67un6dq3qzcvqy.3ll,3,7,6,0,13,64,1,0,4,2025/07/02 15:43:44
mcll5orr7i85sm6ff1,7,7,3,3,7,100,1,0,5,2025/07/02 15:40:59
mcll5orr7i85sm6ff1,4,6,3,3,6,51,1,0,2,2025/07/02 15:41:56
mcll5orr7i85sm6ff1,8,7,0,6,1,100,1,0,6,2025/07/02 15:42:11
mcll5orr7i85sm6ff1,3,6,6,0,12,49,1,0,1,2025/07/02 15:42:38
mcll5orr7i85sm6ff1,10,7,6,0,13,50,1,0,4,2025/07/02 15:43:07
mcll5orr7i85sm6ff1,9,6,0,6,0,1,1,0,3,2025/07/02 15:43:48
mcll7tv1j8mkkl5684,4,6,6,0,12,80,1,1,1,2025/07/02 15:42:09
mcll7tv1j8mkkl5684,10,6,3,3,6,80,1,1,2,2025/07/02 15:42:54
mcll7tv1j8mkkl5684,1,7,3,3,7,85,1,1,5,2025/07/02 15:43:05
mcll7tv1j8mkkl5684,12,7,6,0,13,80,1,1,4,2025/07/02 15:43:20
mcll7tv1j8mkkl5684,5,7,0,6,1,20,1,1,6,2025/07/02 15:43:41
mcll7tv1j8mkkl5684,3,6,0,6,0,0,1,1,3,2025/07/02 15:43:56
mcll53y5mokezfxqsl.3ll,7,6,0,6,0,37,1,0,3,2025/07/02 15:40:04
mcll53y5mokezfxqsl.3ll,6,7,6,0,13,68,1,0,4,2025/07/02 15:40:35
mcll53y5mokezfxqsl.3ll,5,7,3,3,7,68,1,0,5,2025/07/02 15:40:58
mcll53y5mokezfxqsl.3ll,12,6,3,3,6,52,1,0,2,2025/07/02 15:41:27
mcll53y5mokezfxqsl.3ll,9,7,0,6,1,30,1,0,6,2025/07/02 15:41:52
mcll53y5mokezfxqsl.3ll,4,6,6,0,12,68,1,0,1,2025/07/02 15:42:13
mcll5qde7ncrwb4o7g.p77,5,7,0,6,1,15,1,0,6,2025/07/02 15:40:21
mcll5qde7ncrwb4o7g.p77,10,7,6,0,13,60,1,0,4,2025/07/02 15:41:12
mcll5qde7ncrwb4o7g.p77,9,7,3,3,7,60,1,0,5,2025/07/02 15:41:53
mcll5qde7ncrwb4o7g.p77,1,6,3,3,6,50,1,0,2,2025/07/02 15:42:43
mcll5qde7ncrwb4o7g.p77,3,6,6,0,12,50,1,0,1,2025/07/02 15:43:19
mcll5qde7ncrwb4o7g.p77,2,6,0,6,0,-100,1,0,3,2025/07/02 15:43:59
mcll69r400de3351rn.3ll,7,7,6,0,13,55,1,0,4,2025/07/02 15:41:07
mcll69r400de3351rn.3ll,4,7,3,3,7,30,1,0,5,2025/07/02 15:41:51
mcll69r400de3351rn.3ll,1,6,0,6,0,0,1,0,3,2025/07/02 15:42:27
mcll69r400de3351rn.3ll,8,7,0,6,1,10,1,0,6,2025/07/02 15:43:05
mcll69r400de3351rn.3ll,5,6,3,3,6,25,1,0,2,2025/07/02 15:43:34
mcll69r400de3351rn.3ll,11,6,6,0,12,40,1,0,1,2025/07/02 15:44:03
mcll6pjb5sht5l4grc.eee,7,6,3,3,6,60,1,1,2,2025/07/02 15:41:31
mcll6pjb5sht5l4grc.eee,10,7,0,6,1,100,1,1,6,2025/07/02 15:42:09
mcll6pjb5sht5l4grc.eee,8,7,3,3,7,65,1,1,5,2025/07/02 15:42:44
mcll6pjb5sht5l4grc.eee,2,7,6,0,13,42,1,1,4,2025/07/02 15:43:12
mcll6pjb5sht5l4grc.eee,6,6,0,6,0,0,1,1,3,2025/07/02 15:43:39
mcll6pjb5sht5l4grc.eee,11,6,6,0,12,49,1,1,1,2025/07/02 15:45:06
mcll64y6b4oezqkjc9,7,7,6,0,13,33,0,1,4,2025/07/02 15:44:23
mcll64y6b4oezqkjc9,9,7,3,3,7,46,0,1,5,2025/07/02 15:44:33
mcll64y6b4oezqkjc9,8,6,3,3,6,23,0,1,2,2025/07/02 15:44:42
mcll64y6b4oezqkjc9,6,6,0,6,0,67,0,1,3,2025/07/02 15:44:51
mcll64y6b4oezqkjc9,10,6,6,0,12,28,0,1,1,2025/07/02 15:45:01
mcll64y6b4oezqkjc9,5,7,0,6,1,25,0,1,6,2025/07/02 15:45:11
mcll7roqioitd7jxqt.p77,4,6,6,0,12,61,1,1,1,2025/07/02 15:41:51
mcll7roqioitd7jxqt.p77,3,7,3,3,7,40,1,1,5,2025/07/02 15:42:34
mcll7roqioitd7jxqt.p77,2,7,0,6,1,5,1,1,6,2025/07/02 15:43:15
mcll7roqioitd7jxqt.p77,8,6,3,3,6,45,1,1,2,2025/07/02 15:44:03
mcll7roqioitd7jxqt.p77,9,7,6,0,13,75,1,1,4,2025/07/02 15:44:48
mcll7roqioitd7jxqt.p77,7,6,0,6,0,0,1,1,3,2025/07/02 15:45:29
mcll7o7izxwcup5a2m,6,6,6,0,12,61,1,0,1,2025/07/02 15:41:54
mcll7o7izxwcup5a2m,5,7,3,3,7,30,1,0,5,2025/07/02 15:42:38
mcll7o7izxwcup5a2m,10,7,0,6,1,11,1,0,6,2025/07/02 15:43:50
mcll7o7izxwcup5a2m,2,7,6,0,13,64,1,0,4,2025/07/02 15:44:34
mcll7o7izxwcup5a2m,11,6,0,6,0,0,1,0,3,2025/07/02 15:45:03
mcll7o7izxwcup5a2m,1,6,3,3,6,22,1,0,2,2025/07/02 15:45:36
mcll7huybpfp4y5wgj,11,7,3,3,7,70,1,0,5,2025/07/02 15:42:02
mcll7huybpfp4y5wgj,4,6,0,6,0,30,1,0,3,2025/07/02 15:42:53
mcll7huybpfp4y5wgj,2,7,0,6,1,20,1,0,6,2025/07/02 15:43:32
mcll7huybpfp4y5wgj,7,6,3,3,6,50,1,0,2,2025/07/02 15:44:07
mcll7huybpfp4y5wgj,8,7,6,0,13,70,1,0,4,2025/07/02 15:45:09
mcll7huybpfp4y5wgj,6,6,6,0,12,70,1,0,1,2025/07/02 15:45:52
mcll7fvxc800uiqgo8.eee,1,6,6,0,12,50,1,1,1,2025/07/02 15:41:39
mcll7fvxc800uiqgo8.eee,4,6,0,6,0,0,1,1,3,2025/07/02 15:42:38
mcll7fvxc800uiqgo8.eee,12,7,0,6,1,10,1,1,6,2025/07/02 15:43:38
mcll7fvxc800uiqgo8.eee,5,7,6,0,13,60,1,1,4,2025/07/02 15:44:37
mcll7fvxc800uiqgo8.eee,2,6,3,3,6,50,1,1,2,2025/07/02 15:45:23
mcll7fvxc800uiqgo8.eee,7,7,3,3,7,60,1,1,5,2025/07/02 15:46:02
mcll76hmkawor99cez.i,12,6,6,0,12,50,1,1,1,2025/07/02 15:41:43
mcll76hmkawor99cez.i,6,6,0,6,0,0,1,1,3,2025/07/02 15:42:47
mcll76hmkawor99cez.i,1,7,0,6,1,100,1,1,6,2025/07/02 15:43:32
mcll76hmkawor99cez.i,11,6,3,3,6,50,1,1,2,2025/07/02 15:44:32
mcll76hmkawor99cez.i,3,7,3,3,7,60,1,1,5,2025/07/02 15:45:25
mcll76hmkawor99cez.i,4,7,6,0,13,70,1,1,4,2025/07/02 15:46:04
mcll5irw6hyl31z7h7.sss,11,7,3,3,7,80,1,1,5,2025/07/02 15:40:48
mcll5irw6hyl31z7h7.sss,2,7,6,0,13,95,1,1,4,2025/07/02 15:41:53
mcll5irw6hyl31z7h7.sss,3,7,0,6,1,0,1,1,6,2025/07/02 15:42:55
mcll5irw6hyl31z7h7.sss,8,6,6,0,12,40,1,1,1,2025/07/02 15:44:08
mcll5irw6hyl31z7h7.sss,4,6,3,3,6,30,1,1,2,2025/07/02 15:45:27
mcll5irw6hyl31z7h7.sss,7,6,0,6,0,0,1,1,3,2025/07/02 15:46:09
mcll6dvwzwl1v1q0ti.777,5,6,3,3,6,70,0,0,2,2025/07/02 15:45:35
mcll6dvwzwl1v1q0ti.777,1,7,3,3,7,80,0,0,5,2025/07/02 15:45:50
mcll6dvwzwl1v1q0ti.777,3,7,6,0,13,82,0,0,4,2025/07/02 15:46:02
mcll6dvwzwl1v1q0ti.777,9,6,6,0,12,76,0,0,1,2025/07/02 15:46:13
mcll6dvwzwl1v1q0ti.777,4,6,0,6,0,0,0,0,3,2025/07/02 15:46:29
mcll6dvwzwl1v1q0ti.777,8,7,0,6,1,100,0,0,6,2025/07/02 15:46:40
mcll52ujpq0yf77ww4,2,6,3,3,6,29,0,1,2,2025/07/02 15:45:36
mcll52ujpq0yf77ww4,4,7,6,0,13,-18,0,1,4,2025/07/02 15:45:47
mcll52ujpq0yf77ww4,12,6,6,0,12,25,0,1,1,2025/07/02 15:45:58
mcll52ujpq0yf77ww4,6,7,3,3,7,33,0,1,5,2025/07/02 15:46:13
mcll52ujpq0yf77ww4,3,6,0,6,0,5,0,1,3,2025/07/02 15:46:30
mcll52ujpq0yf77ww4,1,7,0,6,1,21,0,1,6,2025/07/02 15:46:39
mcll56sd75db8qaxqx,9,7,6,0,13,100,1,1,4,2025/07/02 15:42:01
mcll56sd75db8qaxqx,12,7,0,6,1,15,1,1,6,2025/07/02 15:43:16
mcll56sd75db8qaxqx,4,6,6,0,12,60,1,1,1,2025/07/02 15:44:19
mcll56sd75db8qaxqx,2,6,0,6,0,0,1,1,3,2025/07/02 15:44:52
mcll56sd75db8qaxqx,1,6,3,3,6,30,1,1,2,2025/07/02 15:46:11
mcll56sd75db8qaxqx,7,7,3,3,7,65,1,1,5,2025/07/02 15:46:40
mcllag1fzlihejt9uo.p77,1,6,6,0,12,80,1,0,1,2025/07/02 15:44:27
mcllag1fzlihejt9uo.p77,2,7,6,0,13,85,1,0,4,2025/07/02 15:44:50
mcllag1fzlihejt9uo.p77,12,6,3,3,6,60,1,0,2,2025/07/02 15:45:13
mcllag1fzlihejt9uo.p77,5,7,3,3,7,80,1,0,5,2025/07/02 15:45:28
mcllag1fzlihejt9uo.p77,3,6,0,6,0,10,1,0,3,2025/07/02 15:45:46
mcllag1fzlihejt9uo.p77,8,7,0,6,1,30,1,0,6,2025/07/02 15:46:01
mcll84yq3c7p4tyfc3.sss,6,7,0,6,1,100,1,1,6,2025/07/02 15:41:57
mcll84yq3c7p4tyfc3.sss,11,6,3,3,6,60,1,1,2,2025/07/02 15:43:39
mcll84yq3c7p4tyfc3.sss,4,7,3,3,7,70,1,1,5,2025/07/02 15:44:19
mcll84yq3c7p4tyfc3.sss,1,7,6,0,13,54,1,1,4,2025/07/02 15:45:32
mcll84yq3c7p4tyfc3.sss,9,6,6,0,12,50,1,1,1,2025/07/02 15:46:18
mcll84yq3c7p4tyfc3.sss,3,6,0,6,0,0,1,1,3,2025/07/02 15:46:57
mcll5l2iepz2wdz81b,3,7,0,6,1,53,0,1,6,2025/07/02 15:45:47
mcll5l2iepz2wdz81b,11,7,3,3,7,87,0,1,5,2025/07/02 15:46:07
mcll5l2iepz2wdz81b,4,6,6,0,12,88,0,1,1,2025/07/02 15:46:21
mcll5l2iepz2wdz81b,6,6,3,3,6,77,0,1,2,2025/07/02 15:46:35
mcll5l2iepz2wdz81b,10,7,6,0,13,62,0,1,4,2025/07/02 15:46:45
mcll5l2iepz2wdz81b,12,6,0,6,0,0,0,1,3,2025/07/02 15:47:01
mcll6x95i4b8ac15l6.eee,5,6,3,3,6,43,0,1,2,2025/07/02 15:46:22
mcll6x95i4b8ac15l6.eee,4,7,0,6,1,38,0,1,6,2025/07/02 15:46:32
mcll6x95i4b8ac15l6.eee,8,6,0,6,0,36,0,1,3,2025/07/02 15:46:41
mcll6x95i4b8ac15l6.eee,9,6,6,0,12,40,0,1,1,2025/07/02 15:46:51
mcll6x95i4b8ac15l6.eee,12,7,3,3,7,43,0,1,5,2025/07/02 15:47:01
mcll6x95i4b8ac15l6.eee,6,7,6,0,13,41,0,1,4,2025/07/02 15:47:11
mcll60xnwtjce72n1l.777,8,7,3,3,7,65,1,0,5,2025/07/02 15:42:09
mcll60xnwtjce72n1l.777,9,6,3,3,6,50,1,0,2,2025/07/02 15:43:23
mcll60xnwtjce72n1l.777,7,6,6,0,12,50,1,0,1,2025/07/02 15:44:39
mcll60xnwtjce72n1l.777,3,7,0,6,1,100,1,0,6,2025/07/02 15:46:09
mcll60xnwtjce72n1l.777,2,6,0,6,0,0,1,0,3,2025/07/02 15:46:38
mcll60xnwtjce72n1l.777,12,7,6,0,13,54,1,0,4,2025/07/02 15:47:37
mcll6i5ndu9zsn77sq.lll,5,7,3,3,7,90,1,0,5,2025/07/02 15:42:37
mcll6i5ndu9zsn77sq.lll,9,7,0,6,1,80,1,0,6,2025/07/02 15:43:56
mcll6i5ndu9zsn77sq.lll,10,6,3,3,6,10,1,0,2,2025/07/02 15:45:00
mcll6i5ndu9zsn77sq.lll,8,6,0,6,0,0,1,0,3,2025/07/02 15:45:45
mcll6i5ndu9zsn77sq.lll,2,7,6,0,13,80,1,0,4,2025/07/02 15:46:54
mcll6i5ndu9zsn77sq.lll,7,6,6,0,12,75,1,0,1,2025/07/02 15:47:41
mcll4qx9fuj8krv92g.wee,12,7,6,0,13,90,0,1,4,2025/07/02 15:46:14
mcll4qx9fuj8krv92g.wee,11,7,0,6,1,15,0,1,6,2025/07/02 15:46:37
mcll4qx9fuj8krv92g.wee,10,7,3,3,7,40,0,1,5,2025/07/02 15:46:53
mcll4qx9fuj8krv92g.wee,7,6,0,6,0,0,0,1,3,2025/07/02 15:47:07
mcll4qx9fuj8krv92g.wee,4,6,6,0,12,90,0,1,1,2025/07/02 15:47:22
mcll4qx9fuj8krv92g.wee,2,6,3,3,6,50,0,1,2,2025/07/02 15:47:47
mcll86pp7xanndb8wj.i,6,6,6,0,12,50,1,1,1,2025/07/02 15:43:27
mcll86pp7xanndb8wj.i,1,7,0,6,1,10,1,1,6,2025/07/02 15:44:16
mcll86pp7xanndb8wj.i,3,6,0,6,0,0,1,1,3,2025/07/02 15:44:52
mcll86pp7xanndb8wj.i,11,7,3,3,7,70,1,1,5,2025/07/02 15:46:02
mcll86pp7xanndb8wj.i,10,6,3,3,6,65,1,1,2,2025/07/02 15:46:55
mcll86pp7xanndb8wj.i,8,7,6,0,13,50,1,1,4,2025/07/02 15:47:45
mcll50bcy1zv872u86.lll,5,6,0,6,0,0,0,1,3,2025/07/02 15:45:41
mcll50bcy1zv872u86.lll,1,6,3,3,6,60,0,1,2,2025/07/02 15:46:17
mcll50bcy1zv872u86.lll,3,7,3,3,7,70,0,1,5,2025/07/02 15:46:35
mcll50bcy1zv872u86.lll,8,7,6,0,13,70,0,1,4,2025/07/02 15:47:05
mcll50bcy1zv872u86.lll,12,7,0,6,1,90,0,1,6,2025/07/02 15:47:34
mcll50bcy1zv872u86.lll,2,6,6,0,12,50,0,1,1,2025/07/02 15:47:54
mcll4bmhw0znkuzj99.sss,4,7,3,3,7,70,0,1,5,2025/07/02 15:44:42
mcll4bmhw0znkuzj99.sss,12,7,0,6,1,5,0,1,6,2025/07/02 15:45:17
mcll4bmhw0znkuzj99.sss,1,6,3,3,6,83,0,1,2,2025/07/02 15:46:50
mcll4bmhw0znkuzj99.sss,2,7,6,0,13,100,0,1,4,2025/07/02 15:47:06
mcll4bmhw0znkuzj99.sss,10,6,0,6,0,0,0,1,3,2025/07/02 15:47:22
mcll4bmhw0znkuzj99.sss,8,6,6,0,12,90,0,1,1,2025/07/02 15:47:41
mcll74eoaxj4gdji59.777,11,6,0,6,0,0,1,0,3,2025/07/02 15:43:10
mcll74eoaxj4gdji59.777,10,6,3,3,6,40,1,0,2,2025/07/02 15:45:08
mcll74eoaxj4gdji59.777,3,7,6,0,13,70,1,0,4,2025/07/02 15:46:01
mcll74eoaxj4gdji59.777,12,7,3,3,7,40,1,0,5,2025/07/02 15:46:35
mcll74eoaxj4gdji59.777,6,7,0,6,1,80,1,0,6,2025/07/02 15:47:19
mcll74eoaxj4gdji59.777,7,6,6,0,12,50,1,0,1,2025/07/02 15:48:04
mcll5aimswpxusnyiu.lll,7,6,6,0,12,50,0,1,1,2025/07/02 15:46:37
mcll5aimswpxusnyiu.lll,4,7,0,6,1,5,0,1,6,2025/07/02 15:47:00
mcll5aimswpxusnyiu.lll,11,7,6,0,13,40,0,1,4,2025/07/02 15:47:20
mcll5aimswpxusnyiu.lll,6,6,3,3,6,20,0,1,2,2025/07/02 15:47:38
mcll5aimswpxusnyiu.lll,5,6,0,6,0,0,0,1,3,2025/07/02 15:47:54
mcll5aimswpxusnyiu.lll,2,7,3,3,7,40,0,1,5,2025/07/02 15:48:19
mcll7xcpe3xxlwp8ze.i,7,6,3,3,6,20,1,0,2,2025/07/02 15:42:42
mcll7xcpe3xxlwp8ze.i,6,7,0,6,1,80,1,0,6,2025/07/02 15:43:46
mcll7xcpe3xxlwp8ze.i,8,6,0,6,0,0,1,0,3,2025/07/02 15:44:59
mcll7xcpe3xxlwp8ze.i,12,7,6,0,13,50,1,0,4,2025/07/02 15:46:05
mcll7xcpe3xxlwp8ze.i,1,6,6,0,12,-50,1,0,1,2025/07/02 15:46:55
mcll7xcpe3xxlwp8ze.i,3,7,3,3,7,50,1,0,5,2025/07/02 15:48:18
mcll5az7vbgbiykzed,6,6,6,0,12,95,1,1,1,2025/07/02 15:42:07
mcll5az7vbgbiykzed,2,6,3,3,6,80,1,1,2,2025/07/02 15:43:23
mcll5az7vbgbiykzed,5,7,3,3,7,90,1,1,5,2025/07/02 15:44:25
mcll5az7vbgbiykzed,9,6,0,6,0,0,1,1,3,2025/07/02 15:45:08
mcll5az7vbgbiykzed,4,7,6,0,13,97,1,1,4,2025/07/02 15:46:03
mcll5az7vbgbiykzed,11,7,0,6,1,5,1,1,6,2025/07/02 15:48:25
mclla4g5vquediuf89d.i,7,6,6,0,12,86,1,1,1,2025/07/02 15:43:42
mclla4g5vquediuf89d.i,1,7,6,0,13,96,1,1,4,2025/07/02 15:44:21
mclla4g5vquediuf89d.i,4,6,3,3,6,45,1,1,2,2025/07/02 15:46:05
mclla4g5vquediuf89d.i,10,6,0,6,0,0,1,1,3,2025/07/02 15:46:38
mclla4g5vquediuf89d.i,2,7,3,3,7,66,1,1,5,2025/07/02 15:47:43
mclla4g5vquediuf89d.i,9,7,0,6,1,7,1,1,6,2025/07/02 15:48:49
mcllci79nopymd7qbk.sss,7,6,3,3,6,40,1,1,2,2025/07/02 15:45:36
mcllci79nopymd7qbk.sss,3,7,6,0,13,60,1,1,4,2025/07/02 15:46:20
mcllci79nopymd7qbk.sss,1,7,0,6,1,-20,1,1,6,2025/07/02 15:46:54
mcllci79nopymd7qbk.sss,6,6,0,6,0,0,1,1,3,2025/07/02 15:47:52
mcllci79nopymd7qbk.sss,12,7,3,3,7,63,1,1,5,2025/07/02 15:48:28
mcllci79nopymd7qbk.sss,8,6,6,0,12,50,1,1,1,2025/07/02 15:49:01
mcll5sdelpjgyxvgdp.eee,8,6,3,3,6,18,0,1,2,2025/07/02 15:48:02
mcll5sdelpjgyxvgdp.eee,3,6,6,0,12,-43,0,1,1,2025/07/02 15:48:18
mcll5sdelpjgyxvgdp.eee,2,7,0,6,1,61,0,1,6,2025/07/02 15:48:31
mcll5sdelpjgyxvgdp.eee,7,7,6,0,13,11,0,1,4,2025/07/02 15:48:43
mcll5sdelpjgyxvgdp.eee,12,6,0,6,0,61,0,1,3,2025/07/02 15:48:57
mcll5sdelpjgyxvgdp.eee,4,7,3,3,7,40,0,1,5,2025/07/02 15:49:08
mcll5c1wv85unn3sp0.eee,4,6,0,6,0,0,0,1,3,2025/07/02 15:46:48
mcll5c1wv85unn3sp0.eee,9,7,6,0,13,50,0,1,4,2025/07/02 15:47:28
mcll5c1wv85unn3sp0.eee,1,7,0,6,1,100,0,1,6,2025/07/02 15:48:01
